loss,accuracy,timestamp,checkpoint_dir_name,should_checkpoint,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
1.9368300795555116,0.5252,1704732566,checkpoint_000000,True,False,1,d340f_00000,2024-01-08_11-49-26,16.745445013046265,16.745445013046265,25484,NEU-HS42DH2,127.0.0.1,16.745445013046265,1
1.2102030694484711,0.694,1704732573,checkpoint_000001,True,False,2,d340f_00000,2024-01-08_11-49-33,7.356015205383301,24.101460218429565,25484,NEU-HS42DH2,127.0.0.1,24.101460218429565,2
0.8622583597898483,0.7376,1704732581,checkpoint_000002,True,False,3,d340f_00000,2024-01-08_11-49-41,7.691047668457031,31.792507886886597,25484,NEU-HS42DH2,127.0.0.1,31.792507886886597,3
0.7375122368335724,0.7504,1704732589,checkpoint_000003,True,False,4,d340f_00000,2024-01-08_11-49-49,8.277317762374878,40.069825649261475,25484,NEU-HS42DH2,127.0.0.1,40.069825649261475,4
0.6782917469739914,0.7588,1704732597,checkpoint_000004,True,False,5,d340f_00000,2024-01-08_11-49-57,7.56010103225708,47.629926681518555,25484,NEU-HS42DH2,127.0.0.1,47.629926681518555,5
0.6431610941886902,0.7644,1704732604,checkpoint_000005,True,False,6,d340f_00000,2024-01-08_11-50-05,7.908056974411011,55.537983655929565,25484,NEU-HS42DH2,127.0.0.1,55.537983655929565,6
0.6180136978626252,0.7704,1704732613,checkpoint_000006,True,False,7,d340f_00000,2024-01-08_11-50-13,8.528484582901001,64.06646823883057,25484,NEU-HS42DH2,127.0.0.1,64.06646823883057,7
0.5984156027436256,0.7744,1704732621,checkpoint_000007,True,False,8,d340f_00000,2024-01-08_11-50-21,7.634464502334595,71.70093274116516,25484,NEU-HS42DH2,127.0.0.1,71.70093274116516,8
0.5824749320745468,0.7812,1704732628,checkpoint_000008,True,False,9,d340f_00000,2024-01-08_11-50-28,7.6584436893463135,79.35937643051147,25484,NEU-HS42DH2,127.0.0.1,79.35937643051147,9
0.5693902015686035,0.7908,1704732636,checkpoint_000009,True,False,10,d340f_00000,2024-01-08_11-50-36,7.616118907928467,86.97549533843994,25484,NEU-HS42DH2,127.0.0.1,86.97549533843994,10
