loss,accuracy,timestamp,checkpoint_dir_name,should_checkpoint,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
1.8505253314971923,0.5432,1704732829,checkpoint_000000,True,False,1,6f9f5_00000,2024-01-08_11-53-49,17.442742824554443,17.442742824554443,21896,NEU-HS42DH2,127.0.0.1,17.442742824554443,1
1.1336819887161256,0.7076,1704732837,checkpoint_000001,True,False,2,6f9f5_00000,2024-01-08_11-53-57,7.906444311141968,25.34918713569641,21896,NEU-HS42DH2,127.0.0.1,25.34918713569641,2
0.8366891652345657,0.7356,1704732845,checkpoint_000002,True,False,3,6f9f5_00000,2024-01-08_11-54-05,7.989629030227661,33.33881616592407,21896,NEU-HS42DH2,127.0.0.1,33.33881616592407,3
0.7251138985157013,0.754,1704732852,checkpoint_000003,True,False,4,6f9f5_00000,2024-01-08_11-54-12,7.438687801361084,40.777503967285156,21896,NEU-HS42DH2,127.0.0.1,40.777503967285156,4
0.6686760634183884,0.7612,1704732860,checkpoint_000004,True,False,5,6f9f5_00000,2024-01-08_11-54-20,7.565358638763428,48.342862606048584,21896,NEU-HS42DH2,127.0.0.1,48.342862606048584,5
0.6333407163619995,0.7672,1704732868,checkpoint_000005,True,False,6,6f9f5_00000,2024-01-08_11-54-28,8.352253913879395,56.69511651992798,21896,NEU-HS42DH2,127.0.0.1,56.69511651992798,6
0.6088230952620506,0.7736,1704732876,checkpoint_000006,True,False,7,6f9f5_00000,2024-01-08_11-54-36,7.653984785079956,64.34910130500793,21896,NEU-HS42DH2,127.0.0.1,64.34910130500793,7
0.5879513338208199,0.7784,1704732884,checkpoint_000007,True,False,8,6f9f5_00000,2024-01-08_11-54-44,8.49245572090149,72.84155702590942,21896,NEU-HS42DH2,127.0.0.1,72.84155702590942,8
0.5717800259590149,0.784,1704732892,checkpoint_000008,True,False,9,6f9f5_00000,2024-01-08_11-54-52,7.617125034332275,80.4586820602417,21896,NEU-HS42DH2,127.0.0.1,80.4586820602417,9
0.5584310293197632,0.7896,1704732900,checkpoint_000009,True,False,10,6f9f5_00000,2024-01-08_11-55-00,7.614354848861694,88.0730369091034,21896,NEU-HS42DH2,127.0.0.1,88.0730369091034,10
